id,qid1,qid2,question1,question2,is_duplicate
940,1258,1259,How do I develop my presence of mind?,How can I increase my presence of mind?,1
941,1270,1271,What are the good websites to learn C programming for begineer?,How can we learn c programming?,1
942,1272,1273,Will the Supreme Court's decision of playing the National Anthem before movie screenings affect your patriotism?,What are your views on the supreme court's decision to make playing national anthem mandatory in cinema halls?,1
943,1280,1281,Why do people hate twilight saga?,Why do people hate Twilight so much?,1
944,1286,1287,How can I improve my spoken English ability?,How can I improve my English speaking .?,1
945,1292,1127,How do I make money with YouTube?,How do I make money through YouTube?,1
946,1293,1294,How do I find love in life?,How do I find the love of my life?,1
947,1297,1298,Is there any way to get rid of gynecomastia?,How can I get rid of man boobs?,1
948,1301,1302,Are there any scientific reasons behind Hindu temples?,What is the scientific reason behind visiting temples?,1
949,1305,1306,Where can I get super high quality photos for any photo booth services in Sydney?,Where can I get professional photo booths service in Sydney?,1
950,1309,1310,How can I control on my anger?,How can someone control their anger?,1
951,1313,1314,How do I get off Quora?,How do get out of Quora?,1
952,1317,1318,What are the best available smartphones gadgets?,What are some of the best smartphones technology gadgets?,1
953,1319,1320,How does it feel to be a closeted gay in India?,How does it feel to be homosexual in India?,1
954,1323,1324,What happens if dictatorship is continuing in the present days?,What happens if a dictatorship continues in the present day?,1
955,1325,1326,What makes a great cup of coffee great?,What makes a perfect cup of coffee?,1
956,1327,1328,Is the US election rigged?,Was the US election rigged?,1
957,1347,1348,What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?,What is the use of demonetizing Rs. 500 & Rs. 1000 notes?,1
958,1349,1350,What are some of the most mind-blowing facts about Bengaluru?,What are some interesting facts about Bengaluru?,1
959,1353,1354,Which book is best for Neet chemistry?,Which is the best book for chemistry for NEET?,1
960,1357,1358,Why are so many questions posted to Quora that are so easily answered by using Google?,Why do many Quora users ask questions they could look up online?,1
961,1373,1374,Which are the best movies of 2016?,What is your best 2016 movie?,1
962,1375,1376,What would be effect of 500 and 1000 Rs notes ban?,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?",1
963,1389,1390,How light bend with gravity?,"If gravity bends light, can light bend gravity?",1
964,1395,1396,How do you send a private message to someone you're following on Quora?,How do I send another person a message on Quora?,1
965,1397,1398,How do you train a white Pitbull with brown spots?,How do I train White Pitbulls?,1
966,1401,1402,What are some of the most surreal questions asked on Quora?,What is the most surreal question on Quora?,1
967,1189,1405,When will the best time for having sex?,What would be the best time to have sex?,1
968,1406,1407,How can I consult a good free online astrologer?,Are there any good free online astrologers?,1
969,1410,1411,Why do brothers hate sisters?,Why do we hate our sisters?,1
970,1422,1423,Is Textile Engineering Good?,Is textile engineering good or not?,1
971,1438,1439,How does Quora quickly mark questions as needing improvement?,Why does Quora mark my questions as needing improvement/clarification before I have time to give it details? Literally within seconds‰Û_,1
972,1440,1441,How will I contact a good hacker?,How can I hire a hacker?,1
973,1448,1449,What is the meaning and purpose to life?,What is the exact meaning of life?,1
974,1450,1451,What should I do when my friends betray me?,What can I do when my friend betrayed me?,1
975,1452,1453,I'm 15 year old my height is 5 feet 7 inches and my weight is 50 kg what should I do to gain weight?,"I am 22, my weight is 46 kg and my height is 5.4 ft. What should I do to gain height and weight?",1
976,883,1454,Why is Saltwater taffy candy imported in China?,Why is Saltwater taffy candy imported in Laos?,1
977,1463,1464,Who are the best hackers in India?,Who is best Indian hacker?,1
978,1465,1466,Should the Indian education system be changed?,Do we need to change the  education system of India? If yes then why?,1
979,1473,1474,Is it too late to go to medical school and become a doctor?,Is it too late to go to medical school at 24?,1
980,1479,1480,"What government exams, other than the GATE, can final year computer science students give?","What government exams, other than the GATE can average mark final year computer science students give?",1
981,1487,1488,Psychopaths: Do you find babies cute?,Do psychopaths find babies cute?,1
982,1495,1496,How can I see who blocked me at Facebook?,Will I see if someone blocked me of Facebook?,1
983,1499,1500,Who are some of great coders from Tamil Nadu?,Are there any competitive coders from Tamil Nadu?,1
984,1505,1506,What is the ultimate way to serve humanity?,How can one serve humanity?,1
985,1515,1516,What will be the resolution one should have for the year 2016?,What's your resolution for year 2016?,1
986,1517,1518,What are Balaji Viswanathan's views on caste based reservations in India?,What is Balaji Vishwanathan's view on caste based reservation system in India?,1
987,1527,1528,What are Mutual funds? How do they work?,What is mutual fund all about?,1
988,1539,1540,What is the main difference between socialism and communism.?,"What is the difference between socialism, marxism, and communism?",1
989,1541,1542,How do I change my Facebook password?,How can I log in Facebook without password?,1
990,1553,1554,"Which one to learn, C++ or C#?",Which should I learn first: C++ or C#?,1
991,1557,1558,What is the best evidence for a historical Jesus?,What is the evidence for and against the existence of the historical Jesus?,1
992,1563,1564,What are some of the best part-time jobs where you can work from home and make some good cash?,What are some of the best paid part time jobs that can be done from home?,1
993,1565,1566,Does Trump have a chance at winning presidency?,Is there a big chance that Trump will win the election?,1
994,1569,1570,How can I meet Suresh Raina?,How do i meet suresh raina?,1
995,1575,1576,"Can fossil records be used as evidence for evolution? If so, how?",What are some examples of evidence of evolution that fossil records provide?,1
996,1577,1578,What is the Hizmet movement?,What is the GÌ_len movement?,1
997,1587,1588,What stocks are the best to invest in right now?,What are the best stocks to invest for long term right now?,1
998,1591,1592,What should I do if someone has posted a porn video under my name?,What should I do if someone has posted porn video under my name?,1
999,1595,1596,What are the safety precautions on handling shotguns proposed by the NRA in Alaska?,What are the safety precautions on handling shotguns proposed by the NRA in Arizona?,1
1000,1601,1602,How do I get my ex back?,How do I ask my ex to get back together?,1
1001,1605,1606,What is the best way to prepare to IELTS?,What is the best way to prepare for IELTS?,1
1002,1607,1608,How do I know if the girl am dating online truly live me for real?,How do I know if my online girlfriend truly loves me?,1
